character	level	sequence
墉	bag	 十 广 月 
墊	bag	 九  干
墋	bag	 厶 厶 厶 
墌	bag	  灬
墍	bag	 十 旡 白
墎	bag	  子 阝
墏	bag	一 冫  爿 𠂊
墐	bag	 廿 龶
墑	bag	  
墒	bag	  
墓	bag_ops	   
墔	bag	 山 隹
墕	bag	②  止 灬
墖	bag	  田
増	bag	  田
墘	bag	一 乙 十  𠂉
墙	bag	
墚	bag	   𠃌
墛	bag	 尸 示
墜	bag	 阝 𧰨
墝	bag	    十 
增	bag	
墟	bag	 ㇀  乚 十
墠	bag	  甲
墡	bag	  丷 
墢	bag	②  又 弓 𠘧
墣	bag	  
墤	bag	 八  
墥	bag	  十 甲
墦	bag	 
墧	bag	   
墨	bag	⑧  
墩	bag_ops	   ⿰  ⿳
墪	bag_ops	    ⿳
墫	atomic_override	墫
墬	bag	 彑 阝 𧰨
墭	bag	 
墮	bag	 工 月 
墯	bag	 工 忄 
墰	bag	   
墱	bag	②  豆
墲	bag	 卌 灬 𠂉
墳	bag	   目
墴	bag	  由
墵	bag	 八  
墶	bag	   辶
墷	bag	⑦  
墸	bag	  耂
墹	bag	 日 𠁣 𠃛
墺	bag	  米
墻	bag	  
墼	bag	  車 𠘧
墽	bag	  攵 白 𠃌
墾	bag	 艮 豸
墿	bag	  干 罒
壀	bag_ops	  
壁	bag_ops	
壂	bag	  又 尸 𠘧
壃	bag	 田 田
壄	bag	  十  龴
壅	bag_ops	 乡 十 隹 
壆	bag	③ 㐅   彐
壇	bag	   
壈	bag	  囗 木
壉	bag	 ㇀  乚 十 𧰨
壊	bag	 十 罒 𧘇
壋	bag	⺌   田
壌	bag	  井  𧘇
壍	bag	 十 氵 車 𠂆
壎	bag	 熏
壏	bag	 皿 臣 𠂉
壐	bag	  乀  
壑	bag	⺊   又 谷
壒	bag	  十 厶 皿
壓	bag	 一  厂 月 犬
壔	bag	 一   寸 工
壕	bag	  冖  𧰨
壖	bag	   冂 
壗	bag	 十 灬 皿 
壘	bag_ops	 田 田 田 
壙	bag	  广 由
壚	bag	  十 田 皿
壛	bag	一 勹 十 臼 𠁣 𠃛
壜	bag	 八  厶 日
壝	bag	 八  目 辶
壞	bag	⑤  罒 𧘇
壟	bag_ops	⑦  十  
壠	bag_ops	⑦  十   
壡	bag	⺊  八  又 目
壢	bag	  厂  
壣	bag	②  丱  十 耳
壤	bag	  井  𧘇
壥	bag	⑧  厂 灬
壦	bag	  
壧	bag	一  厂  攵 耳
壨	bag	 田 田 田 田
壩	bag	 八  月 革
壪	bag	②  十 小 小 弓 言
士	atomic_override	士
壬	bag	 
壭	bag	 
壮	bag	 十
壯	bag	 爿 ⸻
声	bag	
壱	bag_ops	  ⿱ ⿳ ⿺
売	bag_ops	  
壳	bag_ops	  
壴	bag	十 豆
壵	full	    
壶	bag	 
壷	bag	⑧  ⸻
壸	bag	 
壹	bag	 豆
壺	bag	⑥  冖 
壻	bag	 月 疋
壼	bag	⑥  
壽	bag	 乛  寸 
壾	bag	十 巨 豆
壿	full	   丷 酉 寸
夀	bag	⑧ 口 
夁	bag	  罒
夂	bag	
夃	bag	丿 又 𠄎
处	bag	
夅	bag	㐄 
夆	bag	 
备	bag	
夈	bag	夂 米
変	bag	 夂
夊	bag	夊
夋	bag	 
夌	bag	一  
复	bag	
夎	bag	 夂
夏	bag	
夐	bag	 夂 目 𠂊
夑	bag	 夂 言
夒	bag	 夂 巳 止 自
夓	bag	 八 夂 彐 自
夔	bag	 夂 巳 止 自
夕	bag	
外	bag	
夗	bag	㔾 
夘	bag	丶 卩 𠂊
夙	bag	 𠂊
多	bag	
夛	bag	丶 彐 𠂊
夜	bag	
夝	bag	丶 生 𠂊
夞	bag	 卜 
够	ordered	
夠	ordered	𠂊   口
夡	bag	  
夢	bag	  罒 𠂊
夣	bag	  罒 𠂊
夤	bag	  由 𠂊
夥	ordered	 𠂊 
夦	bag	⑤   匚 
大	bag_ops	
夨	bag	 𠃋
天	full	
太	bag	
夫	full	
夬	bag	 𠃍
夭	bag	 
央	bag	
夯	bag	 𠃌
夰	bag	 
失	bag	
夲	bag	 
夳	bag	 ⸻
头	bag	
夵	ordered	 
夶	bag_ops	 人 ⿰ 
夷	bag	 
夸	bag	㇉  ⸻
夹	bag_ops	 
夺	bag	
夻	ordered	 
夼	bag	 川
夽	bag	 
夾	bag	 人 
夿	bag	 巴
奀	bag	③  
奁	bag	㐅 
奂	bag	 𠂊
奃	bag	 氏
奄	bag	 
奅	bag	 卩 𠂎
奆	bag	 
奇	bag	
奈	bag	 示
奉	bag	 
奊	bag	  𠃋
奋	bag	
奌	bag	⺊ 
奍	bag	 
奎	bag	 十 
奏	bag	 
奐	bag	  𠂊
契	bag	  人 𠃌
奒	bag	  𠃋
奓	bag	 人 
奔	ordered	
奕	bag	④  
奖	bag	
套	bag	
奘	bag	 爿
奙	bag	 厶 日
奚	bag	②  𭕄
奛	bag	 
奜	bag	 非
奝	bag	⺆  
奞	bag	 
奟	bag	 
奠	bag	 人 酉 ⸻
奡	bag	 人 自
奢	bag	 
奣	bag	 
奤	bag	④  囗
奥	bag	
奦	bag	  人 夂 龴 𠃌
奧	bag	 丿  米
奨	bag	 寸 𠂊
奩	ordered	 
奪	bag	 寸 隹
奫	bag	 氵 爿 片
奬	bag	 寸 爿 𠂊
奭	bag	 白 
奮	bag	 田 隹
奯	bag	 戊 
奰	bag	 罒 罒 罒
奱	bag	②  人 小 小 言
奲	bag	  日 甲 耂
女	bag	
奴	bag	又 
奵	bag	 
奶	bag	
奷	bag	 
奸	bag	女 
她	bag	
奺	bag	久 女
奻	bag_ops	女 女 ⿰
奼	bag	 
好	bag	
奾	bag	女 
奿	bag	 女
妀	ordered	己 女
妁	bag	 女
如	bag	
妃	ordered	女 己
妄	bag	 女 𠃊
妅	bag	女 
妆	bag	丬 女
妇	bag	
妈	bag	
妉	bag	冘 女
妊	bag	 
妋	bag	 女
妌	bag	井 女
妍	bag	 女
妎	bag	 女
妏	bag	 女
妐	bag	 女
妑	bag	女 
妒	bag	 尸
妓	bag	十 
妔	bag	 女
妕	bag	丨 
妖	bag	 
妗	bag	 
妘	bag	 女
妙	bag	
妚	bag	 
妛	bag	 凵 
妜	bag	 女 𠃍
妝	bag	女 爿
妞	bag	丑 女
妟	bag	女 
妠	bag	 
妡	bag	 女 𠂆
妢	bag	 女 𠃌
妣	bag	女 
妤	bag	 女 龴
妥	bag	 𭕄
妦	bag	 女
妧	bag_ops	 女 ⿰ 
妨	bag	 女 𠃌
妩	bag	 尢
妪	bag	 女
妫	bag	为 女
妬	bag	 
妭	bag	丶  𠂇
妮	bag	 女 尸
妯	bag	女 由
妰	bag	乍 女
妱	bag_ops	丿  
妲	bag	 
妳	bag	女 
妴	bag	㔾  𠂊
妵	bag	 女
妶	bag	 
妷	bag	 女
妸	bag	 
妹	bag	
妺	bag	女 末
妻	bag	
妼	bag	 心
妽	bag	女 申
妾	bag	 
妿	bag_ops	丿  𠃌 
姀	bag_ops	 木 
姁	bag	勹 
姂	bag	 
姃	bag	 止
姄	bag	女 民
姅	bag	 女
姆	bag	
姇	bag	亻 女 寸
姈	bag	 女 龴
姉	bag	 巾
姊	bag	㇉  女
始	bag	
姌	bag	冉 女
姍	bag	 冂 女
姎	bag	央 女
姏	bag	女 甘
姐	bag	
姑	bag	
姒	bag	以 女
姓	bag	
委	bag_ops	
姕	bag	 女 止
姖	bag	女 巨
姗	bag	册 女
姘	bag	 女
姙	bag	  女
姚	bag	兆 女
姛	bag	 
姜	bag	 
姝	bag	女 朱
姞	bag	 
姟	bag	 女 𠃋
姠	bag	 
姡	bag	 女
姢	bag	⺆ 冫 厶 女
姣	bag	 女
姤	bag	 女 𠂆
姥	bag	 女 耂
姦	bag	女 女 女
姧	bag	女 女 干
姨	bag	 女 弓
姩	bag	女 年
姪	bag	 
姫	bag	女 臣
姬	bag	女 𦣞
姭	bag	   𠃌
姮	bag	 
姯	bag	 女
姰	bag	勹 
姱	bag	㇉  女
姲	bag	女 
姳	bag	丶  𠂊
姴	bag	 女 𠂊
姵	bag	一 几 女 巾
姶	bag	 
姷	bag	女 
姸	bag	女 干 干
姹	bag	 
姺	bag	 女 𠂒
姻	bag	 女
姼	bag	 女 
姽	bag	 女 𠂊
姾	bag	 女
姿	bag	冫 女 
娀	bag	 女 𠂇
威	bag	
娂	bag	 
娃	bag	 
娄	bag_ops	女 米 ⿱
娅	bag	 女
娆	bag	 女
娇	bag	 女
娈	bag	 女
娉	bag	 女 由
娊	bag	 女 目
娋	bag	⺌ 女 月
娌	bag	 女 甲
娍	bag	女 
娎	bag	  𠂆
娏	bag	 尢 彡
娐	bag	 
娑	bag	 小 氵
娒	bag	女 
娓	bag	 女 尸
娔	bag	  女
娕	bag	女 
娖	bag	 龰
娗	bag	 女 廴
娘	bag	
娙	bag	 工 
娚	bag	 
娛	bag	  𠃑
娜	bag	 女 
娝	bag	 
娞	bag	 女 𭕄
娟	bag	 月
娠	bag	 女 𠄌
娡	bag	 女 心
娢	bag	 
娣	bag	  弓
娤	bag	 女 爿
娥	bag	女 我
娦	bag	丘 八 
娧	bag	 女
娨	bag	女 干 日
娩	bag	⑤ 女 𠂊
娪	bag	 女 𫝀
娫	bag	 女 廴
娬	bag	 女 止
娭	bag	 女 𠂉
娮	bag	女 言
娯	bag	  𠃑
娰	bag	亻 以 女
娱	bag	 
娲	bag	 
娳	bag	 
娴	bag	 门
娵	bag_ops	 耳 
娶	bag_ops	 耳 
娷	bag	 女
娸	bag	 女
娹	bag_ops	 女  ⿰ 
娺	bag	  女
娻	bag	女 東
娼	bag	女 
娽	bag	 女 彐
娾	bag	 厂 女
娿	bag_ops	  阝 
婀	bag_ops	  阝  
婁	bag	⑧ 
婂	bag	女 
婃	bag	 示
婄	ordered	女 
婅	bag	勹 女 米
婆	bag	
婇	ordered	女 丿 𭕄 木
婈	bag	一  夂 女
婉	bag	  𠂊
婊	bag	女 
婋	bag	 几 女
婌	bag	  小
婍	bag	 
婎	bag	女 隹
婏	bag	 女 𠂊
婐	bag	女 
婑	bag	 
婒	bag	 女
婓	bag_ops	女 非 ⿱
婔	bag_ops	女 非 ⿰
婕	bag	女 疌
婖	bag	 人 女 小
婗	bag	 女 臼
婘	bag	 女
婙	bag	 女 
婚	bag	
婛	bag	  小
婜	bag	 臣
婝	bag	一  龰
婞	bag	 女 
婟	bag	 女
婠	bag	㠯 
婡	bag	 
婢	bag	 女 白
婣	bag	 爿 片
婤	bag	 
婥	bag	⺊ 十 
婦	bag	冖 女 巾 彐
婧	bag	女 
婨	bag	  女
婩	bag	厂 女 山 干
婪	bag_ops	女  
婫	bag	 比
婬	bag	  女 𭕄
婭	bag	⑥  女
婮	bag	 女 尸
婯	bag	  冂 女
婰	bag	⑥ 八 女
婱	bag_ops	 女  
婲	bag	丨   女
婳	bag	 女 田
婴	bag	女 贝 贝
婵	bag	 女 甲
婶	bag	 申
婷	bag	 冖 
婸	bag	 丿 勹 
婹	bag	 女
婺	bag	  龴
婻	bag	 女 干
婼	bag	 女 𠂇
婽	bag	⑤  
婾	bag	 女 月 
婿	bag	女 月 疋
媀	bag	女 禺
媁	bag	㐄  𫝀
媂	bag_ops	 女 巾 
媃	bag	  龴
媄	bag	  女
媅	bag	⑤  匚 女
媆	bag	  冂 女
媇	bag	 女 朩
媈	bag	冖 女 車
媉	bag	 女 尸
媊	bag	 刂 女 月
媋	bag	 
媌	bag	 女 田
媍	bag	八 女 目 𠂊
媎	bag	女 
媏	bag	 女 山
媐	bag	女 巳 𦣞
媑	bag	女 重
媒	bag	女 
媓	bag	 女 白
媔	bag	 囗 女
媕	bag	 人 
媖	bag	 央 女
媗	bag	  日
媘	bag	女 比 白
媙	bag	 女 戊
媚	bag	女 
媛	bag	  
媜	bag	⺊ 八 女 目
媝	bag	丿  
媞	bag	 日 龰
媟	bag	世 
媠	bag	女 工 
媡	bag	女 柬 ⸻
媢	bag	 女 目
媣	bag	九 女 
媤	bag	女 心 田
媥	bag	  女 尸
媦	bag	女 
媧	bag	冂 冂  𠃍
媨	bag	丷 女 酉
媩	bag	 女 月
媪	bag	 皿
媫	bag	 女 龰 
媬	bag	亻  木
媭	bag	女 
媮	bag	 女 月
媯	bag	女 為
媰	bag	丨  勹 勹 女
媱	bag	 缶 𭕄
媲	bag	㐅 丿 囗 女 比
媳	bag	女 心 自
媴	bag	  𧘇
媵	bag	 女 月
媶	bag	 女 耳
媷	bag	 女 寸 𠄌
媸	bag	 凵 女 虫
媹	bag	 女 
媺	bag	一 几 女 山 攵
媻	bag	 
媼	bag	人 囗 女 皿
媽	bag	⑥ 女 灬
媾	bag	 冉 女
媿	bag	 女 田
嫀	bag	 
嫁	bag	一  𧰨
嫂	bag	丨  臼
嫃	bag	 女
嫄	bag	厂 女 小 白
嫅	bag	 女 工
嫆	bag	 谷
嫇	bag	 八 冖 
嫈	bag	 冖 
嫉	bag	 女 
嫊	bag	 女 小 龶
嫋	bag	 女 弓 弓
嫌	bag	 
嫍	bag	 臼 𭕄
嫎	bag	 女 𠃌
嫏	bag	 女 阝
嫐	bag	 女 
嫑	bag	③  丨 
嫒	bag	 女 
嫓	bag	 女 比 𠂊
嫔	bag	丘 八 
嫕	bag	 女 心 𠂉
嫖	bag	 示
嫗	bag	匚  
嫘	bag	 女 小 田
嫙	bag	 女 
嫚	bag	 
嫛	bag	  𠂉 𠘧
嫜	bag	 
嫝	bag	女 
嫞	bag	 女 广 月 
嫟	bag	丨 匚  女 𠂇
嫠	bag	厂  未
嫡	bag	 女
嫢	bag	 人 女 目
嫣	bag	 女 止 灬
嫤	bag	 廿 龶
嫥	bag	⑧ 女 寸
嫦	bag	⺌ 冖  巾
嫧	bag	八 女 
嫨	bag	  廿
嫩	bag	 束
嫪	bag	 女 彡 
嫫	bag	 
嫬	bag	女  灬
嫭	bag	 ㇀ 乎 乚 女
嫮	bag	㇉   女
嫯	bag_ops	丿  龶  
嫰	bag	女 束 欠
嫱	bag	  女
嫲	bag	女 
嫳	bag	丷 八 女 巾 攵
嫴	bag	  女
嫵	bag	一 卌 女 灬 𠂉
嫶	bag	女 灬 隹
嫷	bag	女 工 月 
嫸	bag	 
嫹	bag	 女 由
嫺	bag	女 月 𠁣 𠃛
嫻	bag	 𠁣 𠃛
嫼	bag	⑧ 女 
嫽	bag	 人 女 小 日
嫾	bag	㐄  米 𠂊
嫿	bag	 女 田 
嬀	bag	女 爲
嬁	bag	 女 豆
嬂	bag	  
嬃	bag	女 彡 頁
嬄	bag	 女 豆
嬅	bag	⑦  女
嬆	bag	   
嬇	bag	 八  目
嬈	bag	   十 女
嬉	bag	 女 豆
嬊	bag	③  女 廿 ⸻
嬋	bag	  甲
嬌	bag	 口 
嬍	bag	 十 女 山 攵
嬎	bag	⑤  𠂊
嬏	bag	 
嬐	bag	  口 
嬑	bag	 女 心 日
嬒	bag	⺌  
嬓	bag	  白 𠃌
嬔	bag	  𠂊
嬕	bag	 女 干 罒
嬖	bag	  女 尸
嬗	bag	  
嬘	bag	 女 
嬙	bag	 人  女
嬚	bag	 女 
嬛	bag	 女 罒 𧘇
嬜	bag	  欠
嬝	bag	⑦  女 𧘇
嬞	bag	 女 重
嬟	bag	 女 我
嬠	bag	  木
嬡	bag	 夂 女 心 𭕄
嬢	bag	 井 八 女 𧘇
嬣	bag	  心 皿
嬤	bag	 女 
嬥	bag	 女 隹 
嬦	bag	 乛  女 寸 工
嬧	bag	 女 灬 皿 
嬨	bag	 女 心
嬩	bag	②   女 彐
嬪	bag	  目 𣥂
嬫	bag	 冖 
嬬	bag	 冂 冂 女
嬭	bag	   乀 八 女 
嬮	bag	 厂 女 月 犬
嬯	bag	  十 
嬰	bag	八 八 女 目 
嬱	bag	 女 氵 車 𠂆
嬲	bag	 女 田 
嬳	bag	  隹
嬴	bag	 几  
嬵	bag	  
嬶	bag	 女 田 自
嬷	bag	丿 厶 女 
嬸	bag	丿  
嬹	bag	③    彐
嬺	bag	丨 匚  女 心 𠂇
嬻	bag	一  女 目 罒
嬼	bag	③    女 𠃌
嬽	bag	⑬  女
嬾	bag	女 束 頁
嬿	bag	③  女 廿 灬
孀	bag	 女 
孁	bag	  
孂	bag	 女 皿 艮 
孃	bag	 井 口  𧘇
孄	bag	女 柬 𠁣 𠃛
孅	bag	  女 非
孆	bag	八 八 女 女 目 目
孇	bag	 隹 隹
孈	bag	  山 隹
孉	bag	  隹
孊	bag	女  非
孋	bag	 丨 冂 冂 女 广 比 
孌	bag	②   小 小 言
孍	bag	乛 厂 口  攵 耳
孎	bag	 八 勹 女 尸 罒 虫
孏	bag	 女 柬 𠁣 𠃛
子	bag	
孑	bag	孑
孒	bag	孒
孓	bag	孓
孔	bag	
孕	bag	 𠄎
孖	bag	子 
字	bag	
存	bag	
孙	bag	
孚	bag	丿 
孛	bag	 
孜	bag	子 
孝	bag	子 
孞	bag	子 
孟	bag	子 
孠	bag	 子 𠃌
孡	bag	厶 
孢	bag	勹 子 巳
季	bag_ops	
孤	bag	
孥	bag	 子
学	bag	
孧	bag	  𠃌
孨	bag	子 子 
孩	bag	
孪	bag	 子
孫	bag	 
孬	bag	 女 子
孭	bag	八 子 目
孮	bag	子 
孯	bag	又 子 臣
孰	bag	 口 
孱	bag	子 子 子 
孲	bag	⑥  子
孳	bag	 子
孴	bag	子 子 
孵	bag	 丿 卩 子 𠂎 𭕄
孶	bag	 丨  十 子
孷	bag	厂  未
學	bag	③ 㐅  冖 子 
孹	bag	  子 尸
孺	bag	 冂 冂 子
孻	bag	 子 灬 皿 
孼	bag	㠯  丿 凵 十 子
孽	bag	㠯   十 子
孾	bag	八 八 女 子 目 目
孿	bag	②  丶 子 小 小 言
宀	bag	
宁	bag	
宂	bag	几 
它	bag	
宄	bag	九 宀
宅	bag	㇀ 
宆	bag	宀 弓
宇	bag	
守	bag	
安	bag	
宊	bag	宀 犬
宋	bag	
完	bag_ops	
宍	bag	 
宎	bag	 宀
宏	bag	厶 宀 𠂇
宐	bag	宀 
宑	bag	井 宀
宒	bag_ops	 
宓	bag	 
宔	bag_ops	 
宕	bag	 
宖	bag	厶 宀 弓
宗	bag	
官	bag	
宙	bag	宀 由
定	bag	
宛	bag	 宀 𠂊
宜	bag	
宝	bag_ops	
实	bag	
実	bag	 宀
宠	bag	 宀 尢
审	bag	
客	bag	
宣	bag	
室	bag	
宥	bag	宀 
宦	bag	宀 臣
宧	bag	宀 𦣞
宨	bag	兆 宀
宩	bag	宀 米
宪	bag	 𠂒
宫	bag	
宬	bag	宀 
宭	bag	 宀 
宮	bag	丿  
宯	bag	子 宀 耂
宰	bag	 
宱	bag	乍 亻 宀
宲	bag	 木
害	bag	
宴	ordered	宀 日 女
宵	bag	⺌ 宀 月
家	bag	
宷	bag	 米
宸	bag	 宀 𠄌
容	bag	
宺	bag	 𥘅
宻	bag	丷 又 宀 山
宼	bag_ops	   ⿺
宽	bag	
宾	bag	丘 
宿	bag	 
寀	bag	 
寁	bag	宀 疌
寂	bag	 宀 
寃	bag	 宀 𠂊
寄	bag	 
寅	bag	 
密	bag	
寇	bag	⺊  又 
寈	bag	宀 
寉	bag	宀 隹
寊	bag	⺊  目
寋	bag	㔾 
富	bag	
寍	bag	宀 心 皿
寎	bag	 宀 爿
寏	bag	  宀 𠂊
寐	bag	宀 未 爿
寑	bag	 冖 又 宀 
寒	bag	
寓	bag	宀 禺
寔	bag	 日 龰
寕	bag	 亅 宀 罒
寖	bag	 又 宀 
寗	bag	丿 冉 宀 心
寘	bag	 宀
寙	bag	宀 瓜 瓜
寚	bag	 宀 缶
寛	bag	丨  宀 目
寜	bag	亅 宀 心 皿
寝	bag	 冖 又 宀 
寞	bag	 宀 日
察	bag	
寠	bag	⑧ 
寡	bag	 丿 
寢	bag	 又 宀 爿 
寣	bag	宀 爿 言
寤	bag	 爿 𫝀
寥	bag	 宀 彡 
實	bag	 毌 目
寧	bag	 宀 心 
寨	bag	 木
審	bag	 田 
寪	bag	宀 爲
寫	bag	勹 宀 灬 臼
寬	bag	  宀 目
寭	bag	⑧ 宀 心
寮	bag	 人 宀 小 
寯	bag	④ 宀 隹
寰	bag	 罒 𧘇
寱	bag	宀 木 爿 自
寲	bag	 宀 
寳	bag	  宀 小 目 𠂊
寴	bag	 宀 朩 目
寵	bag	⑦  宀 月
寶	bag	  宀 目 缶 ⸻
寷	bag	  丨 宀 山 豆
寸	bag	
对	bag	
寺	bag	 
寻	bag	
导	bag	
寽	bag	丿 寸 𭕄
対	bag	 寸
寿	bag	 
尀	bag	匚 口 寸
封	bag	
専	bag	一 寸 由
尃	bag	丶  
射	bag	
尅	bag	  寸
将	bag	
將	bag	冫 寸 爿 𠂊
專	bag	⑧ 
尉	bag	 
尊	bag	
尋	bag	口 寸 工 
尌	bag	 豆
對	bag	 十 
導	bag	 寸 自 辶
小	bag	
尐	bag	乀 小
少	bag	
尒	bag	人 小
尓	bag	小 𠂉
尔	bag	
尕	bag	 𠄎
尖	ordered	
尗	bag	 
尘	bag	 
尙	bag	冂  ⸻
尚	bag	
尛	bag	小 小 小
尜	bag	 小 小
尝	bag	⺌  
尞	bag	 人 小 
尟	bag	 小 日 龰
尠	bag	⑤  匚 小
尡	bag	 
尢	bag	
尣	bag	 
尤	bag	
尥	bag	 尢
尦	bag	 八 勹
尧	bag	 ⸻
尨	bag	 
尩	bag	 
尪	bag	 尢
尫	bag_ops	  十  ⿺
尬	bag	 尢
尭	bag	  
尮	bag	丿 尢 木 𠄎
尯	bag	 尢 𠂊
尰	bag	尢 重
就	bag	
尲	bag	 尢 
尳	bag	⑤ 尢 月
尴	bag	 尢 
尵	bag	  尢 目
尶	bag	 皿 臣 𠂉
尷	bag	 皿 臣 𠂉
尸	bag	
尹	bag	 
尺	bag	
尻	bag	九 
尼	bag	
尽	bag	
尾	bag	
尿	bag	 
局	bag	
屁	bag	尸 比
层	bag	
屃	bag	尸 贝
屄	bag	 尸
居	bag	
屆	bag	 十 尸
屇	bag	尸 田
屈	bag	 
屉	bag	世 
届	bag	尸 由
屋	bag	
屌	bag	口 尸 巾
屍	bag	 尸 𠂊
屎	bag	尸 米
屏	bag	 
屐	bag	 尸 彳
屑	bag	⺌ 尸 
屒	bag	 尸 𠄌
屓	bag	八 尸 目
屔	bag	丘  尸
展	bag	
屖	bag	 
屗	bag	 
屘	bag	 子 尸
屙	bag	 尸 阝
屚	bag	 
屛	bag	 尸 干 干
屜	bag	世 尸 
屝	bag	尸 非
属	bag	
屟	bag	世 尸 木
屠	bag	尸 
屡	bag	女 尸 米
屢	bag	⑧ 女 
屣	bag	尸 彳 止 龰
層	bag	 尸 日
履	bag	夂 尸 
屦	bag	女 尸 彳 米
屧	bag	世 尸 彳 木
屨	bag	⑧ 女 尸 彳
屩	bag	  尸 彳
屪	bag	 人 宀 小 尸 日
屫	bag	  尸 爿
屬	bag	 八 勹 尸 罒 
屭	bag	八 八 八 尸 目 目 目
屮	bag	丨 
屯	bag	 
屰	bag	 
山	bag	
屲	bag	丿 
屳	ordered	入 山
屴	bag_ops	丿 山 𠃌 
屵	bag	厂 
屶	bag_ops	丿 山 𠃌 
屷	bag_ops	丿 山 𠄎 ⿰ ⿹
屸	bag_ops	山 工 ⿰
屹	bag	乙 山 𠂉
屺	bag_ops	山 己 ⿰
屻	bag_ops	 山  ⿹ ⿹
屼	bag	 山
屽	bag	山 干
屾	bag_ops	山 山 ⿰
屿	bag	 山
岀	bag_ops	山 山 ⿱
岁	bag_ops	
岂	ordered	山 
岃	bag_ops	 山 𠃌  ⿹
岄	bag	山 
岅	bag	又 山 𠂆
岆	bag_ops	 山 
岇	bag	 山
岈	bag	山 
